code,name,type,category_name,qty,price_rent,price_sell,purchase_price,color,size,lifetime_gap,status,vendor_id,main_image,notes,is_active
O-311,ANARKALI O-311,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-312,ANARKALI O-312,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-313[34],ANARKALI O-313 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-314[34],ANARKALI O-314 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-315[38],ANARKALI O-315 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-316[40],ANARKALI O-316 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-317[36],ANARKALI O-317 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-318,ANARKALI O-318,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-319,ANARKALI O-319,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-320,ANARKALI O-320,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-321,ANARKALI O-321 ,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-322[36],ANARKALI O-322[36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-323[34],ANARKALI O-323 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-324[46],ANARKALI O-324 [46],rent,ANARKALI ,1,,,,WHITE,46,3,available,,,BUTTA VADI,TRUE
O-325,ANARKALI O-325,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-326[40],ANARKALI O-326 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-327,ANARKALI O-327,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-328[36],ANARKALI O-328 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-329[40],ANARKALI O-329 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-330,ANARKALI O-330,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-331,ANARKALI O-331,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-332[36],ANARKALI O-332 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-333[34],ANARKALI O-333 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-334[40],ANARKALI O-334 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-335[42],ANARKALI O-335 [42],rent,ANARKALI ,1,,,,WHITE,42,3,available,,,BUTTA VADI,TRUE
O-336[40],ANARKALI O-336 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-337,ANARKALI O-337,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-338[34],ANARKALI O-338 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-339[36],ANARKALI O-339 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-340[36],ANARKALI O-340 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-341,ANARKALI O-341,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-342,ANARKALI O-342,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-343[34],ANARKALI O-343 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-344[42],ANARKALI O-344 [42],rent,ANARKALI ,1,,,,WHITE,42,3,available,,,BUTTA VADI,TRUE
O-345[36],ANARKALI O-345 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-346,ANARKALI O-346,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-347[42],ANARKALI O-347 [42],rent,ANARKALI ,1,,,,WHITE,42,3,available,,,BUTTA VADI,TRUE
O-348,ANARKALI O-348,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-349[40],ANARKALI O-349 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-350[36],ANARKALI O-350 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-351[38],ANARKALI O-351 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-352[46],ANARKALI O-352 [46],rent,ANARKALI ,1,,,,WHITE,46,3,available,,,BUTTA VADI,TRUE
O-353[44],ANARKALI O-353 [44],rent,ANARKALI ,1,,,,WHITE,44,3,available,,,BUTTA VADI,TRUE
O-354[34],ANARKALI O-354 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-355[34],ANARKALI O-355 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-356[36],ANARKALI O-356 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-357[36],ANARKALI O-357 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-358[44],ANARKALI O-358 [44],rent,ANARKALI ,1,,,,WHITE,44,3,available,,,BUTTA VADI,TRUE
O-359,ANARKALI O-359,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-360[34],ANARKALI O-360 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-361[42],ANARKALI O-361 [42],rent,ANARKALI ,1,,,,WHITE,42,3,available,,,BUTTA VADI,TRUE
O-362[46],ANARKALI O-362 [46],rent,ANARKALI ,1,,,,WHITE,46,3,available,,,BUTTA VADI,TRUE
O-363[40],ANARKALI O-363 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-364[38],ANARKALI O-364 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-365[34],ANARKALI O-365 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-366,ANARKALI O-366,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-367[34],ANARKALI O-367 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-368[38],ANARKALI O-368 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-369,ANARKALI O-369,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-370[34],ANARKALI O-370 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-371[34],ANARKALI O-371 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-372[34],ANARKALI O-372 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-373[42],ANARKALI O-373 [42],rent,ANARKALI ,1,,,,WHITE,42,3,available,,,BUTTA VADI,TRUE
O-374[34],ANARKALI O-374 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-375[44],ANARKALI O-375 [44],rent,ANARKALI ,1,,,,WHITE,44,3,available,,,BUTTA VADI,TRUE
O-376[40],ANARKALI O-376 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-377,ANARKALI O-377,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-378[34],ANARKALI O-378 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-379[36],ANARKALI O-379 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-380[38],ANARKALI O-380 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-381[36],ANARKALI O-381 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-382[36],ANARKALI O-382 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-383[38],ANARKALI O-383 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-384[36],ANARKALI O-384 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-385[34],ANARKALI O-385 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-386[40],ANARKALI O-386 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-387,ANARKALI O-387,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-388[40],ANARKALI O-388 [40],rent,ANARKALI ,1,,,,WHITE,40,3,available,,,BUTTA VADI,TRUE
O-389[44],ANARKALI O-389 [44],rent,ANARKALI ,1,,,,WHITE,44,3,available,,,BUTTA VADI,TRUE
O-390[34],ANARKALI O-390 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-391[38],ANARKALI O-391 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-392[46],ANARKALI O-392 [46],rent,ANARKALI ,1,,,,WHITE,46,3,available,,,BUTTA VADI,TRUE
O-393[36],ANARKALI O-393 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-394,ANARKALI O-394,rent,ANARKALI ,1,,,,WHITE,,3,available,,,BUTTA VADI,TRUE
O-395[34],ANARKALI O-395 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
O-396[36],ANARKALI O-396 [36],rent,ANARKALI ,1,,,,WHITE,36,3,available,,,BUTTA VADI,TRUE
O-397[46],ANARKALI O-397 [46],rent,ANARKALI ,1,,,,WHITE,46,3,available,,,BUTTA VADI,TRUE
O-398[38],ANARKALI O-398 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-399[38],ANARKALI O-399 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-400[38],ANARKALI O-400 [38],rent,ANARKALI ,1,,,,WHITE,38,3,available,,,BUTTA VADI,TRUE
O-401[34],ANARKALI O-401 [34],rent,ANARKALI ,1,,,,WHITE,34,3,available,,,BUTTA VADI,TRUE
