code,name,type,category_name,qty,price_rent,price_sell,purchase_price,color,size,lifetime_gap,status,vendor_id,main_image,notes,is_active
J-777[36],JODHPURI-777[36],rent,JODHPURI,1,2500,,,GOLDEN,36,1,available,,,GOLDEN CAMEL SIMBOL,TRUE
J-778[38],JODHPURI-778[38],rent,JODHPURI,1,2500,,,MULTI,38,1,available,,,LIGHT MULTI KINKHAB,TRUE
J-779[44],JODHPURI-779[44],rent,JODHPURI,1,2500,,,COFI,44,1,available,,,COFI VELVET GHODAVALU,TRUE
J-780[38],JODHPURI-780[38],rent,JODHPURI,1,2500,,,GOLDEN,38,1,available,,,GOLDEN CAMEL SIMBOL,TRUE
J-781[34],JODHPURI-781[34],rent,JODHPURI,1,2500,,,GREEN,34,1,available,,,GREEN VELVET SIMBOL,TRUE
J-782[38],JODHPURI-782[38],rent,JODHPURI,1,3500,,,GREEN,38,1,available,,,GREEN DULA DULHAN,TRUE
J-783[36],JODHPURI-783[36],rent,JODHPURI,1,2500,,,GREEN ,36,1,available,,,GREEN SIMBOL,TRUE
J-784[38],JODHPURI-784[38],rent,JODHPURI,1,2500,,,CREAM,38,1,available,,,CREAM SIMBOL,TRUE
J-785[38],JODHPURI-785[38],rent,JODHPURI,1,2500,,,COFI,38,1,available,,,COFI VELVET GHODAVALU,TRUE
J-786[34],JODHPURI-786[34],rent,JODHPURI,1,3500,,,GREEN,34,1,available,,,GREEN DULA DULHAN,TRUE
J-787[36],JODHPURI-787[36],rent,JODHPURI,1,3500,,,GREEN,36,1,available,,,GREEN DULA DULHAN,TRUE
J-788[42],JODHPURI-788[42],rent,JODHPURI,1,2500,,,COFI,42,1,available,,,COFI VELVET GHODAVALU,TRUE
J-789[34],JODHPURI-789[34],rent,JODHPURI,1,2000,,,LEVENDER,34,1,available,,,LEVENDER FULVALU,TRUE
J-790[30],JODHPURI-790[30],rent,JODHPURI,1,3500,,,CREAM,30,1,available,,,CREAM JYUT GHODA AMBRODARI,TRUE
J-791[38],JODHPURI-791[38],rent,JODHPURI,1,1100,,,GREEN,38,1,available,,,GREEN PLANE,TRUE
J-792[44],JODHPURI-792[44],rent,JODHPURI,1,3500,,,GREEN,44,1,available,,,GREEN DULA DULHAN,TRUE
J-793[36],JODHPURI-793[36],rent,JODHPURI,1,1500,,,BLUE,36,1,available,,,BLUE PRINTED,TRUE
J-794[40],JODHPURI-794[40],rent,JODHPURI,1,2500,,,COFI,40,1,available,,,LEDHER COFI CAMEL SIMBOL,TRUE
J-795[40],JODHPURI-795[40],rent,JODHPURI,1,2500,,,GOLDEN,40,1,available,,,LIGHT CREAM SIMBOL,TRUE
J-796[34],JODHPURI-796[34],rent,JODHPURI,1,2500,,,GULABI,34,1,available,,,GULABI VELVET HATHI SIMBOL,TRUE
J-797[42],JODHPURI-797[42],rent,JODHPURI,1,1500,,,BLUE,42,1,available,,,BLUE PRINTED,TRUE
J-798[363],JODHPURI-798[363],rent,JODHPURI,1,2500,,,GOLDEN,36,1,available,,,DARK CAMEL SIMBOL,TRUE
J-799[40],JODHPURI-799[40],rent,JODHPURI,1,2500,,,WHITE,40,1,available,,,WHITE HATHI SIMBOL,TRUE
J-800[40],JODHPURI-800[40],rent,JODHPURI,1,1800,,,BLUE ,40,1,available,,,BLUE SIMBOL,TRUE
J-801[32],JODHPURI-801[32],rent,JODHPURI,1,2500,,,GOLDEN,32,1,available,,,COFI VELVET GHODAVALU,TRUE
J-802[36],JODHPURI-802[36],rent,JODHPURI,1,2000,,,PICH,36,1,available,,,PICH PRINTED,TRUE
J-803[38],JODHPURI-803[38],rent,JODHPURI,1,1500,,,BLUE,38,1,available,,,BLUE PRINTED,TRUE
J-804[36],JODHPURI-804[36],rent,JODHPURI,1,1500,,,PITSA,36,1,available,,,PISTA VELVET,TRUE
J-805[36],JODHPURI-805[36],rent,JODHPURI,1,2000,,,LEVENDER,36,1,available,,,LEVENDER FULVALU,TRUE
J-806[36],JODHPURI-806[36],rent,JODHPURI,1,2500,,,GULABI,36,1,available,,,GULABI VELVET SIMBOL,TRUE
J-807[40],JODHPURI-807[40],rent,JODHPURI,1,2500,,,MARUN,40,1,available,,,MARUN SIMBOL,TRUE
J-808[38],JODHPURI-808[38],rent,JODHPURI,1,5000,,,PISTA,38,1,available,,,PISTA HATHI HENDWORK,TRUE
J-809[32],JODHPURI-809[32],rent,JODHPURI,1,2500,,,CREAM,32,1,available,,,LIGHT CREAM SIMBOL,TRUE
J-810[38],JODHPURI-810[38],rent,JODHPURI,1,2500,,,GULABI,38,1,available,,,GULABI SINH SIMBOL,TRUE
J-811[38],JODHPURI-811[38],rent,JODHPURI,1,2500,,,WHITE,38,1,available,,,WHITE HATHI SIMBOL,TRUE
J-812[42],JODHPURI-812[42],rent,JODHPURI,1,3500,,,GREEN,42,1,available,,,GREEN DULA DULHAN,TRUE
J-813[32],JODHPURI-813[32],rent,JODHPURI,1,2500,,,SKY BLUE,32,1,available,,,SKY BLUE SINH SIMBOL+PENT,TRUE
J-814[38],JODHPURI-814[38],rent,JODHPURI,1,2500,,,BLUE,38,1,available,,,BLUE SIMBOL,TRUE
J-815[40],JODHPURI-815[40],rent,JODHPURI,1,2500,,,PURPLE,40,1,available,,,PURPLE HATHI SIMBOL,TRUE
J-816[36],JODHPURI-816[36],rent,JODHPURI,1,2500,,,SKY ,36,1,available,,,SKY SINH SIMBOL+PENT,TRUE
J-817[34],JODHPURI-817[34],rent,JODHPURI,1,2500,,,PISTA,34,1,available,,,PISTA SINH SIMBOL+PENT,TRUE
J-818[36],JODHPURI-818[36],rent,JODHPURI,1,2500,,,GREY,36,1,available,,,DARK GREY SIMBOL+PENT,TRUE
J-819[40],JODHPURI-819[40],rent,JODHPURI,1,2500,,,GREY,40,1,available,,,DRAK GREY SIMBOL+PENT,TRUE
J-820[42],JODHPURI-820[42],rent,JODHPURI,1,2500,,,SKY,42,1,available,,,SKY SINH SIMBOL+PENT,TRUE
J-821[34],JODHPURI-821[34],rent,JODHPURI,1,5000,,,MARUN,34,1,available,,,MARUN HENDWORK,TRUE
J-822[40],JODHPURI-822[40],rent,JODHPURI,1,2500,,,WHITE,40,1,available,,,WHITE HATHI SIMBOL,TRUE
J-823[38],JODHPURI-823[38],rent,JODHPURI,1,2500,,,GOLDEN,38,1,available,,,GOLDEN SIMBOL,TRUE
J-824[38],JODHPURI-824[38],rent,JODHPURI,1,2500,,,GREY,38,1,available,,,DARK GREY SIMBOL+PENT,TRUE
J-825[32],JODHPURI-825[32],rent,JODHPURI,1,2500,,,GREY,32,1,available,,,DARK GREY SIMBOL+PENT,TRUE
J-826[36],JODHPURI-826[36],rent,JODHPURI,1,2000,,,PISTA ,36,1,available,,,PISTA FULVALU,TRUE
J-827[34],JODHPURI-827[34],rent,JODHPURI,1,2500,,,SKY,34,1,available,,,SKY SINH SIMBOL+PENT,TRUE
J-828[40],JODHPURI-828[40],rent,JODHPURI,1,2000,,,LEVENDER,40,1,available,,,LEVENDER FULVALU,TRUE
J-829[32],JODHPURI-829[32],rent,JODHPURI,1,2500,,,SKY,32,1,available,,,SKY SINH SIMBOL+PENT,TRUE
J-830[34],JODHPURI-830[34],rent,JODHPURI,1,1500,,,BLUE,34,1,available,,,BLUE PRINTED,TRUE
J-831[38],JODHPURI-831[38],rent,JODHPURI,1,5000,,,MARUN,38,1,available,,,MARUN VELVET HENDWORK,TRUE
J-832[32],JODHPURI-832[32],rent,JODHPURI,1,2500,,,GULABI,34,1,available,,,LIGHT GULABI VELVET HATHI SIMBOL,TRUE
