Product Name,Product Code,Category Name,Type (rent/sell),Color,Size,Rent Price,Sell Price,Discount %,Rental Gap (Max Times),Design Details,Image Filename,Status
INDOWESTERN-834[34],,INDOWESTERN,RENT,PISTA,34,3500,,,1,PISTA SYMBOL,,AVAILABLE
SERVANI-835[40],,SERVANI,RENT,PICH,40,5000,,,1,PICH AMRODARY TACHAP,,AVAILABLE
SERVANI-838[38],,SERVANI,RENT,WHITE,38,4500,,,1,WHITE GULABI LAKHANAVI,,AVAILABLE
SERVANI-839[38],,SERVANI,RENT,PICH,38,4500,,,1,PICH ZORZATT,,AVAILABLE
INDOWESTERN-840[38],,INDOWESTERN,RENT,PISTA,38,3500,,,1,PISTA SYMBOL,,AVAILABLE
INDOWESTERN-841[40],,INDOWESTERN,RENT,PISTA,40,3500,,,1,PISTA AMRODARY,,AVAILABLE
INDOWESTERN-843[36],,INDOWESTERN,RENT,PISTA,36,3500,,,1,PISTA SYMBOL,,AVAILABLE
SERVANI-844[34],,SERVANI,RENT,PICH,34,4500,,,1,PICH CREAM AMRODARY,,AVAILABLE
SERVANI-845[40],,SERVANI,RENT,WHITE,40,4500,,,1,WHITE PICH FUL VALU,,AVAILABLE
SERVANI-847[34],,SERVANI,RENT,PICH,34,4500,,,1,WHITE PICH AMRODARY,,AVAILABLE
SERVANI-852[38],,SERVANI,RENT,PICH,38,4500,,,1,CREAM PICH FULVALI,,AVAILABLE
INDOWESTERN-854[38],,INDOWESTERN,RENT,GULABI,38,3500,,,1,GULABI SYMBOL,,AVAILABLE
SERVANI-855[40],,SERVANI,RENT,MULTY,40,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-856[34],,SERVANI,RENT,MULTY,34,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-858[36],,SERVANI,RENT,PICH,36,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-860[46],,INDOWESTERN,RENT,WHITE,46,3500,,,1,WHITE SYMBOL,,AVAILABLE
SERVANI-861[32],,SERVANI,RENT,MULTY,32,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-863[38],,SERVANI,RENT,MULTY,38,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-864[40],,SERVANI,RENT,MULTY,40,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-866[34],,SERVANI,RENT,MULTY,34,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-867[38],,SERVANI,RENT,MULTY,38,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-869[40],,INDOWESTERN,RENT,PISTA,40,3500,,,1,PISTA SYMBOL,,AVAILABLE
SERVANI-870[34],,SERVANI,RENT,MULTY,34,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-873[30],,SERVANI,RENT,MULTY,30,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-874[32],,SERVANI,RENT,MULTY,32,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-875[42],,SERVANI,RENT,MULTY,42,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-876[40],,SERVANI,RENT,MULTY,40,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-878[32],,SERVANI,RENT,MULTY,32,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-880[36],,SERVANI,RENT,PICH,36,4500,,,1,PICH ZORZATT,,AVAILABLE
SERVANI-883[32],,SERVANI,RENT,MULTY,32,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-884[34],,SERVANI,RENT,MULTY,34,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-885[36],,SERVANI,RENT,PICH,36,4500,,,1,PICH GULABI,,AVAILABLE
INDOWESTERN-888[32],,INDOWESTERN,RENT,WHITE,32,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
SERVANI-889[36],,SERVANI,RENT,MULTY,36,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-890[40],,SERVANI,RENT,MULTY,40,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-891[36],,INDOWESTERN,RENT,WHITE,36,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
INDOWESTERN-893[42],,INDOWESTERN,RENT,WHITE,42,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
INDOWESTERN-894[34],,INDOWESTERN,RENT,PURPLE,34,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-897[34],,INDOWESTERN,RENT,PISTA,34,3500,,,1,PISTA SYMBOL,,AVAILABLE
SERVANI-901[38],,SERVANI,RENT,MULTY,38,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-902[34],,SERVANI,RENT,WHITE,34,4500,,,1,WHITE GULABI LAKHANAVI,,AVAILABLE
INDOWESTERN-904[34],,INDOWESTERN,RENT,WHITE,34,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
SERVANI-905[34],,SERVANI,RENT,PICH,34,4500,,,1,PICH AMRODARY KERI DESIGN,,AVAILABLE
INDOWESTERN-906[36],,INDOWESTERN,RENT,BLUE,36,3500,,,1,BLUE KOTTI AMRODARY,,AVAILABLE
SERVANI-907[36],,SERVANI,RENT,MULTY,36,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-909[38],,INDOWESTERN,RENT,PISTA,38,3500,,,1,PISTA SYMBOL,,AVAILABLE
INDOWESTERN-910[36],,INDOWESTERN,RENT,PICH,36,4000,,,1,CREAM PICH KOTTI PATTERN,,AVAILABLE
SERVANI-911[36],,SERVANI,RENT,WHITE,36,4500,,,1,WHITE MARUN TACHAP,,AVAILABLE
INDOWESTERN-912[36],,INDOWESTERN,RENT,PISTA,36,3500,,,1,PISTA SYMBOL,,AVAILABLE
INDOWESTERN-913[34],,INDOWESTERN,RENT,GULABI,34,3500,,,1,GULABI SYMBOL,,AVAILABLE
INDOWESTERN-914[40],,INDOWESTERN,RENT,BLUE,40,3500,,,1,BLUE AMRODARY KOTTI PATERN,,AVAILABLE
SERVANI-915[40],,SERVANI,RENT,WHITE,40,4500,,,1,WHITE MARUN TACHAP,,AVAILABLE
SERVANI-916[44],,SERVANI,RENT,MULTY,44,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-917[32],,INDOWESTERN,RENT,PICH,32,4000,,,1,CREAM PICH KOTTI PATTERN,,AVAILABLE
SERVANI-918[34],,SERVANI,RENT,MULTY,34,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-919[34],,SERVANI,RENT,MULTY,34,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-920[38],,SERVANI,RENT,WHITE,38,4500,,,1,WHITE MARUN LAKHANAVI,,AVAILABLE
INDOWESTERN-921[38],,INDOWESTERN,RENT,PICH,38,4000,,,1,GULABI PICH KOTTI PATTERN,,AVAILABLE
SERVANI-922[40],,SERVANI,RENT,WHITE,40,4500,,,1,WHITE MARUN TACHAP,,AVAILABLE
SERVANI-923[42],,SERVANI,RENT,WHITE,42,4500,,,1,WHITE MARUN TACHAP,,AVAILABLE
SERVANI-925[36],,SERVANI,RENT,WHITE,36,4500,,,1,WHITE MARUN TACHAP,,AVAILABLE
INDOWESTERN-928[40],,INDOWESTERN,RENT,PICH,40,4000,,,1,CREAM PICH KOTTI PATTERN,,AVAILABLE
SERVANI-929[34],,SERVANI,RENT,MULTY,34,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-931[36],,SERVANI,RENT,PICH,36,4500,,,1,PICH AMRODARY,,AVAILABLE
INDOWESTERN-932[34],,INDOWESTERN,RENT,MARUN,34,3500,,,1,MARUN KOTTI PATERN,,AVAILABLE
INDOWESTERN-937[40],,INDOWESTERN,RENT,WHITE,40,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
SERVANI-938[36],,SERVANI,RENT,MULTY,36,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-940[34],,SERVANI,RENT,MULTY,34,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-941[42],,SERVANI,RENT,MULTY,42,5000,,,1,MONOPOLY,,AVAILABLE
SERVANI-944[36],,SERVANI,RENT,MULTY,36,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-945[34],,INDOWESTERN,RENT,WHITE,34,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
SERVANI-947[38],,SERVANI,RENT,WHITE,38,4500,,,1,WHITE MARUN LAKHANAVI,,AVAILABLE
SERVANI-949[34],,SERVANI,RENT,WHITE,34,4500,,,1,WHITE MARUN LAKHANAVI,,AVAILABLE
SERVANI-951[38],,SERVANI,RENT,WHITE,38,4500,,,1,WHITE MARUN LAKHANAVI,,AVAILABLE
SERVANI-952[32],,SERVANI,RENT,MULTY,32,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-955[36],,INDOWESTERN,RENT,BLUE,36,3500,,,1,DARK BLUE AMRODARY KOTTI PATTERN,,AVAILABLE
SERVANI-956[36],,SERVANI,RENT,WHITE,36,4500,,,1,WHITE GULABI TACHAP,,AVAILABLE
INDOWESTERN-957[36],,INDOWESTERN,RENT,WHITE,36,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
INDOWESTERN-958[34],,INDOWESTERN,RENT,PURPLE,34,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-959[38],,INDOWESTERN,RENT,PURPLE,38,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-960[32],,INDOWESTERN,RENT,PURPLE,32,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
SERVANI-962[36],,SERVANI,RENT,CREAM-PICH,36,5000,,,1,CREAM PICH AMRODARY,,AVAILABLE
INDOWESTERN-963[36],,INDOWESTERN,RENT,BLUE,36,3500,,,1,BLUE AMRODARY KOTTI PATERN,,AVAILABLE
INDOWESTERN-964[38],,INDOWESTERN,RENT,WHITE,38,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
INDOWESTERN-965[34],,INDOWESTERN,RENT,GULABI,34,3500,,,1,GULABI SYMBOL,,AVAILABLE
SERVANI-966[36],,SERVANI,RENT,WHITE,36,4500,,,1,WHITE MARUN TACHAP,,AVAILABLE
INDOWESTERN-967[32],,INDOWESTERN,RENT,PURPLE,32,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-968[38],,INDOWESTERN,RENT,WHITE,38,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
SERVANI-969[44],,SERVANI,RENT,MULTY,44,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-973[40],,INDOWESTERN,RENT,PURPLE,40,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
SERVANI-974[36],,SERVANI,RENT,MULTY,36,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-975[36],,INDOWESTERN,RENT,GULABI,36,5000,,,1,GULABI KOTTI PATERN,,AVAILABLE
INDOWESTERN-977[38],,INDOWESTERN,RENT,MARUN,38,3500,,,1,MARUN KOTTI PATERN,,AVAILABLE
INDOWESTERN-979[34],,INDOWESTERN,RENT,MARUN,34,3500,,,1,MARUN KOTTI PATERN,,AVAILABLE
INDOWESTERN-981[42],,INDOWESTERN,RENT,PURPLE,42,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-982[36],,INDOWESTERN,RENT,PURPLE,36,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-984[40],,INDOWESTERN,RENT,BLUE,40,3500,,,1,BLUE SYMBOL,,AVAILABLE
SERVANI-986[42],,SERVANI,RENT,WHITE,42,4500,,,1,WHITE GULABI LAKHANAVI,,AVAILABLE
INDOWESTERN-987[42],,INDOWESTERN,RENT,PURPLE,42,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-989[36],,INDOWESTERN,RENT,WHITE,36,3500,,,1,WHITE AMRODARY,,AVAILABLE
SERVANI-990[38],,SERVANI,RENT,PICH,38,4500,,,1,PICH AMRODARY,,AVAILABLE
INDOWESTERN-991[42],,INDOWESTERN,RENT,WHITE,42,5000,,,1,WHITE KOTTI PATERN,,AVAILABLE
INDOWESTERN-992[32],,INDOWESTERN,RENT,GREEN,32,3500,,,1,DARK GREEN AMRODARY KOTTI,,AVAILABLE
INDOWESTERN-993[34],,INDOWESTERN,RENT,PURPLE,34,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-994[40],,INDOWESTERN,RENT,GULABI,40,5000,,,1,GULABI KOTTI PATERN,,AVAILABLE
SERVANI-995[40],,SERVANI,RENT,PICH,40,4500,,,1,PICH AMRODARY,,AVAILABLE
SERVANI-996[38],,SERVANI,RENT,RANI ,38,5000,,,1,RANI BELT VALI,,AVAILABLE
INDOWESTERN-997[36],,INDOWESTERN,RENT,PISTA,36,3500,,,1,PISTA KOTTI PATTERN ,,AVAILABLE
INDOWESTERN-998[38],,INDOWESTERN,RENT,BLUE,38,3500,,,1,BLUE KOTTI AMRODARY,,AVAILABLE
SERVANI-999[34],,SERVANI,RENT,WHITE,34,4500,,,1,WHITE PICH LAKHANAVI,,AVAILABLE
SERVANI-1000[38],,SERVANI,RENT,PICH,38,4500,,,1,CREAM PICH AMRODARY,,AVAILABLE
SERVANI-1001[36],,SERVANI,RENT,PICH,36,4500,,,1,CREAM PICH AMRODARY,,AVAILABLE
SERVANI-1002[38],,SERVANI,RENT,WHITE,38,4500,,,1,WHITE PICH LAKHANAVI,,AVAILABLE
SERVANI-1003[34],,SERVANI,RENT,WHITE,34,4500,,,1,WHITE PICH LAKHANAVI,,AVAILABLE
SERVANI-1004[36],,SERVANI,RENT,MARUN,36,5000,,,1,CREAM MARUN DULHA DULHAN BELTVALI,,AVAILABLE
SERVANI-1005[40],,SERVANI,RENT,PICH,40,4500,,,1,WHITE PICH LAKHANAVI,,AVAILABLE
INDOWESTERN-1006[42],,INDOWESTERN,RENT,GULABI,42,5000,,,1,GULABI HARAN UNT,,AVAILABLE
INDOWESTERN-1009[36],,INDOWESTERN,RENT,GULABI,36,5000,,,1,GULABI HARAN UNT,,AVAILABLE
INDOWESTERN-1010[36],,INDOWESTERN,RENT,COFEE,36,3500,,,1,COFFEE KOTTI PATERN,,AVAILABLE
INDOWESTERN-1011[40],,INDOWESTERN,RENT,GULABI,40,5000,,,1,GULABI HARAN UNT,,AVAILABLE
INDOWESTERN-1012[38],,INDOWESTERN,RENT,GULABI,38,5000,,,1,GULABI HARAN UNT,,AVAILABLE
SERVANI-1013[38],,SERVANI,RENT,WHITE,38,5000,,,1,WHITE GULABI HATHI,,AVAILABLE
INDOWESTERN-1014[36],,INDOWESTERN,RENT,PURPLE,36,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
SERVANI-1015[42],,SERVANI,RENT,WHITE,42,4500,,,1,WHITE PICH LAKHANAVI,,AVAILABLE
INDOWESTERN-1016[36],,INDOWESTERN,RENT,BLUE,36,3500,,,1,BLUE KOTTI AMRODARY,,AVAILABLE
INDOWESTERN-1017[34],,INDOWESTERN,RENT,GULABI,34,5000,,,1,GULABI HARAN UNT,,AVAILABLE
SERVANI-1018[34],,SERVANI,RENT,RANI ,34,4500,,,1,RANI GULABI FULVALI,,AVAILABLE
SERVANI-1019[34],,SERVANI,RENT,WHITE,34,5000,,,1,WHITE HATHI BELTVALI,,AVAILABLE
INDOWESTERN-1020[34],,INDOWESTERN,RENT,PISTA,34,3500,,,1,PISTA KOTTI PATTERN ,,AVAILABLE
INDOWESTERN-1021[36],,INDOWESTERN,RENT,PURPLE,36,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
SERVANI-1022[40],,SERVANI,RENT,WHITE,40,5000,,,1,WHITE DULHA DULHAN BELT VALI,,AVAILABLE
SERVANI-1023[40],,SERVANI,RENT,WHITE,40,5000,,,1,HATHI JANVALI,,AVAILABLE
INDOWESTERN-1024[36],,INDOWESTERN,RENT,BLUE,36,3500,,,1,BLUE KOTTI AMRODARY,,AVAILABLE
SERVANI-1025[34],,SERVANI,RENT,PICH,34,4500,,,1,WHITE PICH AMRODARY,,AVAILABLE
INDOWESTERN-1026[40],,INDOWESTERN,RENT,BLUE,40,3500,,,1,BLUE AMRODARY KOTTI PATERN,,AVAILABLE
INDOWESTERN-1027[36],,INDOWESTERN,RENT,PURPLE,36,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-1028[36],,INDOWESTERN,RENT,PURPLE,36,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
SERVANI-1030[42],,SERVANI,RENT,PICH,42,4500,,,1,PICH AMRODARY KERI DESIGN,,AVAILABLE
INDOWESTERN-1031[40],,INDOWESTERN,RENT,BLUE,40,4000,,,1,BLUE KOTTI AMRODARY,,AVAILABLE
SERVANI-1032[36],,SERVANI,RENT,WHITE,36,4500,,,1,WHITE PICH AMRODARY,,AVAILABLE
SERVANI-1033[38],,SERVANI,RENT,PICH,38,4500,,,1,CREAM PICH AMRODARY,,AVAILABLE
SERVANI-1034[34],,SERVANI,RENT,MULTY,34,5000,,,1,MULTY PICH AMRODARY,,AVAILABLE
SERVANI-1035[36],,SERVANI,RENT,GULABI,36,5000,,,1,CREAM GULABI PISTA AMRODARY,,AVAILABLE
INDOWESTERN-1036[32],,INDOWESTERN,RENT,MOR-PICH,32,3500,,,1,MOR-PICH KOTTI,,AVAILABLE
SERVANI-1037[32],,SERVANI,RENT,PICH,32,4500,,,1,PICH KERI DESIGN,,AVAILABLE
SERVANI-1039[34],,SERVANI,RENT,WHITE,34,4500,,,1,WHITE PICH AMRODARY,,AVAILABLE
SERVANI-1040[34],,SERVANI,RENT,MULTY,34,5000,,,1,MULTY PICH AMRODARY,,AVAILABLE
INDOWESTERN-1041[32],,INDOWESTERN,RENT,PISTA,32,3500,,,1,PISTA SYMBOL,,AVAILABLE
SERVANI-1042[36],,SERVANI,RENT,PICH,36,4500,,,1,WHITE PICH AMRODARY,,AVAILABLE
SERVANI-1043[36],,SERVANI,RENT,GULABI,36,5000,,,1,GULABI DULHA DULHAN BELTVALI,,AVAILABLE
INDOWESTERN-1044[36],,INDOWESTERN,RENT,MOR-PICH,36,3500,,,1,MOR-PICH KOTTI,,AVAILABLE
INDOWESTERN-1045[38],,INDOWESTERN,RENT,MARUN,38,3500,,,1,MARUN KOTTI PATERN,,AVAILABLE
INDOWESTERN-1046[36],,INDOWESTERN,RENT,MARUN,36,3500,,,1,MARUN KOTTI PATERN[JABHA VALU],,AVAILABLE
INDOWESTERN-1047[34],,INDOWESTERN,RENT,MARUN,34,3500,,,1,MARUN KOTTI PATTERN,,AVAILABLE
SERVANI-1048[36],,SERVANI,RENT,WHITE,36,4500,,,1,WHITE MARUN FULVALU,,AVAILABLE
INDOWESTERN-1050[34],,INDOWESTERN,RENT,GULABI,34,5000,,,1,GULABI KOTTI PATERN,,AVAILABLE
INDOWESTERN-1051[36],,INDOWESTERN,RENT,MARUN,36,3500,,,1,MARUN KOTTI AMRODARY,,AVAILABLE
INDOWESTERN-1054[38],,INDOWESTERN,RENT,MOR-PICH,38,3500,,,1,MOR-PICH KOTTI,,AVAILABLE
INDOWESTERN-1055[36],,INDOWESTERN,RENT,PISTA,36,5000,,,1,PISTA HARAN UNT,,AVAILABLE
INDOWESTERN-1056[34],,INDOWESTERN,RENT,GULABI,34,5000,,,1,GULABI HARAN UNT,,AVAILABLE
SERVANI-1057[34],,SERVANI,RENT,PICH,34,5000,,,1,CREAM PICH MULTY COLOUR,,AVAILABLE
INDOWESTERN-1058[36],,INDOWESTERN,RENT,PISTA,36,5000,,,1,PISTA HARAN UNT,,AVAILABLE
SERVANI-1059[36],,SERVANI,RENT,MULTY,36,5000,,,1,MULTY PICH AMRODARY,,AVAILABLE
INDOWESTERN-1060[34],,INDOWESTERN,RENT,PISTA,34,5000,,,1,PISTA HARAN UNT,,AVAILABLE
INDOWESTERN-1061[38],,INDOWESTERN,RENT,PISTA ,38,3500,,,1,PISTA KOTTI PATTERN ,,AVAILABLE
INDOWESTERN-1063[38],,INDOWESTERN,RENT,GULABI,38,5000,,,1,GULABI HARAN UNT,,AVAILABLE
INDOWESTERN-1064[38],,INDOWESTERN,RENT,PURPLE,38,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-1065[34],,INDOWESTERN,RENT,MOR-PICH,34,3500,,,1,MOR-PICH KOTTI,,AVAILABLE
INDOWESTERN-1066[38],,INDOWESTERN,RENT,PISTA ,38,5000,,,1,PISTA HARAN UNT,,AVAILABLE
SERVANI-10667[36],,SERVANI,RENT,MULTY,36,5000,,,1,MULTY PICH AMRODARY,,AVAILABLE
INDOWESTERN-1068[38],,INDOWESTERN,RENT,GULABI,38,5000,,,1,GULABI HARAN UNT,,AVAILABLE
SERVANI-1069[36],,SERVANI,RENT,MARUN,36,5000,,,1,MARUN UNT AMRODARY,,AVAILABLE
SERVANI-1070[34],,SERVANI,RENT,WHITE,34,5000,,,1,WHITE DULHA DULHAN BELT VALI,,AVAILABLE
INDOWESTERN-1071[34],,INDOWESTERN,RENT,GULABI,34,5000,,,1,GULABI KOTTI PATERN,,AVAILABLE
SERVANI-1072[38],,SERVANI,RENT,PICH ,38,5000,,,1,PICH CREAM AMRODARY,,AVAILABLE
INDOWESTERN-1073[36],,INDOWESTERN,RENT,PURPLE,36,3500,,,1,PURPLE KOTTI PATERN[JABHHA PATERN],,AVAILABLE
SERVANI-10744[44],,SERVANI,RENT,MULTY,44,5000,,,1,MONOPOLY,,AVAILABLE
INDOWESTERN-1075[44],,INDOWESTERN,RENT,GULABI,44,5000,,,1,GULABI HARAN UNT,,AVAILABLE
SERVANI-1076[34],,SERVANI,RENT,PICH,34,4500,,,1,WHITE PICH PISTA AMRODARY,,AVAILABLE
INDOWESTERN-1077[40],,INDOWESTERN,RENT,GULABI,40,5000,,,1,GULABI HARAN UNT,,AVAILABLE
INDOWESTERN-1078[42],,INDOWESTERN,RENT,PISTA ,42,5000,,,1,PISTA HARAN UNT,,AVAILABLE
INDOWESTERN-1079[36],,INDOWESTERN,RENT,GULABI,36,5000,,,1,GULABI HARAN UNT,,AVAILABLE
SERVANI-1080[32],,SERVANI,RENT,MULTY,32,5000,,,1,MULTY PICH AMRODARY,,AVAILABLE
INDOWESTERN-1081[38],,INDOWESTERN,RENT,PICH,38,4000,,,1,LIGHT PICH KOTTI,,AVAILABLE
SERVANI-1083[42],,SERVANI,RENT,MULTY,42,5000,,,1,PICH MULTY COLOUR,,AVAILABLE
SERVANI-1084[38],,SERVANI,RENT,MULTY,38,5000,,,1,PICH MULTY COLOUR,,AVAILABLE
INDOWESTERN-1085[38],,INDOWESTERN,RENT,PICH,38,4000,,,1,PICH AMRODARY KOTTI,,AVAILABLE
INDOWESTERN-1086[34],,INDOWESTERN,RENT,PURPLE,34,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
SERVANI-1087[34],,SERVANI,RENT,PICH,34,4500,,,1,WHITE PICH PISTA STAR VALU,,AVAILABLE
SERVANI-1088[34],,SERVANI,RENT,MULTY,34,5000,,,1,MULTY PICH AMRODARY,,AVAILABLE
INDOWESTERN-1089[34],,INDOWESTERN,RENT,PICH,34,4000,,,1,LIGHT PICH KOTTI,,AVAILABLE
INDOWESTERN-1090[34],,INDOWESTERN,RENT,PURPLE,34,3500,,,1,PURPLE KOTTI  PATERN,,AVAILABLE
INDOWESTERN-1091[36],,INDOWESTERN,RENT,PURPLE,36,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-1092[32],,INDOWESTERN,RENT,GULABI,32,5000,,,1,GULABI HARAN UNT,,AVAILABLE
SERVANI-1093[42],,SERVANI,RENT,WHITE,42,5000,,,1,WHITE GULABI DULHA DULHAN BELT VALI,,AVAILABLE
INDOWESTERN-1094[42],,INDOWESTERN,RENT,PURPLE,42,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-1095[36],,INDOWESTERN,RENT,PICH,36,4000,,,1,CREAM PICH KOTTI PATTERN,,AVAILABLE
INDOWESTERN-1096[38],,INDOWESTERN,RENT,WHITE,38,3500,,,1,WHITE ROUND KOTTI PATERN,,AVAILABLE
SERVANI-1097[32],,SERVANI,RENT,MULTY,32,5000,,,1,MULTY PICH AMRODARY,,AVAILABLE
INDOWESTERN-1098[38],,INDOWESTERN,RENT,PURPLE,38,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
SERVANI-1099[34],,SERVANI,RENT,PICH,34,5000,,,1,WHITE PICH DIAMOND TACHAP,,AVAILABLE
INDOWESTERN-1100[32],,INDOWESTERN,RENT,PURPLE,32,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
INDOWESTERN-1101[34],,INDOWESTERN,RENT,MULTY,34,3500,,,1,MULTY KOTTIAMRODARY,,AVAILABLE
INDOWESTERN-1102[34],,INDOWESTERN,RENT,WHITE,34,4000,,,1,WHITE KOTTI PATERN,,AVAILABLE
SERVANI-1103[34],,SERVANI,RENT,CREAM,34,5000,,,1,CREAM HATHI WORK TACHAP BELT,,AVAILABLE
SERVANI-1104[36],,SERVANI,RENT,WHITE,36,4500,,,1,WHITE PICH LAKHANAVI,,AVAILABLE
INDOWESTERN-1105[36],,INDOWESTERN,RENT,PURPLE,36,3500,,,1,PURPLE KOTTI PATERN,,AVAILABLE
SERVANI-1106[40],,SERVANI,RENT,WHITE,40,5000,,,1,WHITE GULABI BELT VALI,,AVAILABLE
INDOWESTERN-1107[38],,INDOWESTERN,RENT,BLUE,38,4000,,,1,BLUE AMRODARY KOTTI PATERN,,AVAILABLE
SERVANI-1108[38],,SERVANI,RENT,WHITE,38,5000,,,1,WHITE DULHA DULHAN BELT VALI,,AVAILABLE
INDOWESTERN-1109[36],,INDOWESTERN,RENT,PICH,36,4000,,,1,CREAM PICH KOTTI PATTERN,,AVAILABLE
INDOWESTERN-1111[42],,INDOWESTERN,RENT,MARUN,42,3500,,,1,MARUN SYMBOL,,AVAILABLE
SERVANI-1112[36],,SERVANI,RENT,WHITE,36,5000,,,1,WHITE DULHA DULHAN BELT VALI,,AVAILABLE
